Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
18617,3044,87,20,470,26,6617,245,202,78,2728,2
18618,3031,92,19,484,10,6588,246,207,82,2758,2
18619,3024,100,17,499,10,6558,246,214,91,2787,2
18620,3011,109,17,516,-2,6528,247,218,94,2817,2
18621,3004,108,18,534,-9,6498,248,215,88,2847,2
18622,2991,103,16,525,0,6468,245,217,96,2877,2
18623,2988,111,8,499,-2,6438,234,231,129,2906,2
18624,2985,135,4,474,-2,6408,226,238,146,2936,2
18625,2985,116,7,450,-2,6378,233,233,133,2966,2
18626,2978,112,11,426,0,6348,239,228,119,2995,2
18627,2975,118,11,404,-2,6318,240,230,118,3025,2
18628,2968,127,9,382,-9,6288,236,234,129,3055,2
18629,2968,158,3,361,-3,6258,222,239,153,3085,2
18630,2968,67,5,339,-3,6229,226,229,138,3115,2
18631,2962,61,7,319,-5,6199,226,225,133,3144,2
18632,2962,58,4,297,-5,6169,223,228,143,3174,2
18633,2959,63,7,277,-5,6139,227,225,132,3204,2
18634,2955,55,17,255,-9,6109,225,223,132,3234,2
18635,2952,27,8,234,-9,6079,217,223,142,3263,2
18636,2949,357,12,212,-12,6049,201,218,155,3293,2
18637,2952,7,13,192,-9,6019,204,214,146,3323,2
18638,2949,0,11,175,-12,5989,203,219,153,3353,2
18639,2952,336,14,162,3,5959,187,220,171,3383,2
18640,2955,348,15,150,10,5929,192,215,161,3412,2
18641,2955,359,12,127,10,5900,201,217,153,3442,2
18642,2955,33,11,108,10,5870,218,215,132,3472,2
18643,2949,43,9,95,4,5840,222,220,133,3502,2
18644,2949,29,5,90,4,5810,218,229,147,3532,2
18645,2949,22,3,85,10,5780,218,233,153,3561,2
18646,2949,135,1,67,10,5750,220,238,154,3591,2
18647,2949,132,7,60,10,5720,232,236,136,3621,2
18648,2942,133,12,60,3,5690,239,234,124,3651,2
18649,2936,139,13,60,-2,5660,239,236,124,3681,2
18650,2932,149,14,60,-3,5630,237,239,128,3711,2
18651,2929,159,14,60,-6,5601,234,242,134,3740,2
18652,2926,183,15,60,-2,5571,223,249,154,3770,2
18653,2929,195,16,60,3,5541,215,252,166,3800,2
18654,2932,164,16,60,3,5511,233,243,136,3830,2
18655,2926,159,16,60,0,5481,235,241,131,3860,2
18656,2926,170,14,60,4,5451,230,245,143,3890,2
18657,2922,169,13,60,3,5421,230,245,144,3919,2
18658,2922,171,13,67,9,5391,229,245,146,3949,2
18659,2919,160,15,85,6,5362,234,242,134,3979,2
18660,2916,165,15,90,3,5332,232,244,138,4009,2
18661,2916,160,13,90,3,5302,233,242,138,4039,2
18662,2913,151,12,90,4,5272,236,240,132,4069,2
18663,2909,157,14,85,23,5242,235,241,133,4099,2
18664,2906,152,19,67,20,5212,240,237,119,4128,2
18665,2900,141,22,60,14,5182,246,228,99,4158,2
18666,2890,129,21,60,4,5152,249,222,90,4188,2
18667,2880,125,13,42,0,5123,242,230,115,4218,2
18668,2877,109,11,30,-2,5093,239,228,119,4248,2
18669,2870,99,14,30,-9,5063,242,221,106,4278,2
18670,2863,90,9,30,3,5033,235,225,121,4308,2
18671,2860,73,7,0,0,5003,229,226,131,4338,2
18672,2857,63,6,0,0,4973,226,227,135,4367,2
18673,2854,34,5,0,0,4943,219,228,145,4397,2
18674,2854,6,9,30,0,4914,210,223,151,4427,2
18675,2854,4,12,30,4,4884,204,218,150,4457,2
18676,2854,347,13,42,7,4854,196,219,162,4487,2
18677,2857,353,12,60,7,4824,199,218,157,4517,2
18678,2857,17,12,60,13,4794,210,214,140,4547,2
18679,2854,45,12,60,10,4764,223,214,123,4577,2
18680,2847,70,11,67,7,4734,232,218,117,4607,2
18681,2844,90,9,67,10,4705,235,225,121,4636,2
18682,2837,89,12,42,3,4675,239,220,109,4666,2
18683,2827,67,11,30,3,4645,231,218,119,4696,2
18684,2824,351,7,0,0,4615,207,227,159,4726,2
18685,2831,351,10,0,0,4585,203,224,159,4756,2
18686,2827,15,13,0,0,4555,208,213,141,4786,2
18687,2827,346,14,30,6,4526,192,217,162,4816,2
18688,2831,339,13,42,13,4496,200,221,168,4846,2
18689,2831,0,11,60,13,4466,204,220,153,4876,2
18690,2831,0,12,60,10,4436,202,217,152,4906,2
18691,2831,339,16,60,10,4406,184,215,169,4935,2
18692,2837,336,18,60,19,4376,177,212,173,4965,2
18693,2840,341,17,67,22,4347,183,213,168,4995,2
18694,2844,355,15,85,23,4317,194,212,155,5025,2
18695,2840,9,16,95,26,4287,201,207,141,5055,2
18696,2840,3,16,108,26,4257,197,209,147,5085,2
18697,2840,335,15,127,22,4227,185,218,172,5115,2
18698,2847,315,17,150,36,4198,174,224,190,5145,2
18699,2854,331,12,170,43,4168,192,225,172,5175,2
18700,2854,341,11,190,46,4138,197,224,165,5205,2
18701,2857,337,12,201,49,4108,195,224,168,5235,2
18702,2857,326,11,216,53,4078,193,228,175,5264,2
18703,2863,315,11,228,59,4049,191,231,180,5294,2
18704,2867,328,10,242,56,4019,195,228,172,5324,2
18705,2870,0,9,247,66,3989,206,222,154,5354,2
18706,2867,17,10,256,59,3959,212,219,144,5384,2
18707,2867,0,9,268,66,3929,206,222,154,5414,2
18708,2867,14,10,283,72,3900,210,218,144,5444,2
18709,2863,32,14,295,65,3870,216,210,126,5474,2
18710,2860,45,17,309,65,3840,222,201,107,5504,2
18711,2850,45,15,323,52,3810,223,206,114,4001,2
18712,2847,45,10,335,56,3781,223,219,130,5564,2
18713,2844,70,8,319,89,3751,229,225,129,5594,2
18714,2840,99,8,297,85,3721,233,229,128,5624,2
18715,2834,105,8,277,92,3691,234,230,128,5653,2
18716,2831,90,11,255,89,3662,237,223,116,5683,2
18717,2824,78,10,234,98,3632,234,221,118,5713,2
18718,2821,78,10,212,95,3602,234,221,118,5743,2
18719,2814,94,15,192,92,3572,242,216,99,5773,2
18720,2804,108,20,170,82,3543,250,212,80,5803,2
18721,2791,122,22,150,69,3513,251,216,80,5833,2
18722,2785,134,23,127,63,3483,249,223,90,5863,2
18723,2775,131,25,108,53,3454,250,218,80,5893,2
18724,2765,125,26,95,43,3424,252,212,70,5923,5
18725,2752,118,31,85,39,3394,254,195,43,5953,5
18726,2713,119,29,42,110,3335,254,199,50,6013,5
18727,2699,113,12,30,0,3305,241,227,114,6043,1
18728,2699,309,16,0,0,3275,176,228,192,6073,1
18729,2713,312,26,0,0,3246,142,211,205,6102,1
18730,2732,311,21,60,36,3186,158,220,200,6162,1
18731,2739,298,20,85,36,3157,161,229,207,6192,1
18732,2752,290,21,108,56,3127,158,232,213,6222,1
18733,2762,305,17,134,76,3097,170,228,198,6252,1
18734,2768,326,17,162,72,3068,177,219,181,6282,1
18735,2772,347,16,190,86,3038,189,213,162,6312,1
18736,2772,13,16,212,82,3009,203,207,138,6342,1
18737,2768,21,16,228,101,2979,208,205,130,6372,1
18738,2765,24,14,218,98,2949,212,209,131,6402,1
18739,2762,35,13,212,95,2920,218,210,125,6432,1
18740,2755,38,15,210,88,2890,218,205,118,6462,1
18741,2752,25,16,210,85,2861,211,204,126,6492,1
18742,2749,3,14,210,82,2831,200,212,148,6522,1
18743,2749,346,12,210,82,2801,196,220,163,6552,1
18744,2752,315,12,212,85,2772,189,230,181,6582,1
18745,2758,297,11,218,91,2742,190,237,186,6612,1
18746,2762,310,4,228,95,2713,209,237,166,6641,1
18747,2762,98,2,242,95,2683,222,236,151,6671,1
18748,2762,217,2,247,102,2654,217,241,161,6701,1
18749,2765,90,2,256,98,2624,222,236,150,6731,1
18750,2758,73,11,242,35,2595,233,218,115,6761,1
18751,2752,69,13,212,29,2565,233,214,110,6791,1
18752,2745,63,11,182,22,2536,230,218,121,6821,1
18753,2742,61,11,153,19,2506,229,217,120,6851,1
18754,2736,348,8,124,13,2477,205,227,160,6881,1
18755,2744,352,11,95,21,2448,200,221,159,6911,1
18756,2738,42,17,67,15,2418,220,201,111,6941,1
18757,2732,39,15,42,9,2389,219,206,118,6920,1
18758,2727,26,12,30,4,2359,214,213,133,6900,1
18759,2726,7,12,30,3,2330,205,215,147,6879,1
18760,2726,352,13,42,7,2301,197,218,158,6859,1
18761,2728,355,11,60,10,2271,201,220,156,6839,1
18762,2727,23,9,67,9,2242,215,221,142,6819,1
18763,2723,47,8,85,4,2213,223,222,133,6799,1
18764,2720,21,7,95,0,2183,215,224,146,6779,1
18765,2722,16,8,108,5,2154,213,223,146,6759,1
18766,2718,54,10,124,6,2125,226,218,124,6739,1
18767,2712,64,7,134,7,2096,227,226,133,6720,2
18768,2709,63,2,150,7,2067,221,234,150,6700,2
18769,2711,80,5,170,12,2037,227,230,137,6680,2
18770,2705,60,4,170,22,2008,223,231,144,6661,2
18771,2708,29,2,150,25,1979,218,233,152,6641,2
18772,2706,86,6,134,23,1950,229,230,134,6622,2
18773,2701,103,8,124,25,1921,234,230,127,6603,2
18774,2696,114,10,108,31,1892,238,230,122,6584,2
18775,2692,121,14,85,27,1863,243,228,112,6565,2
18776,2684,129,17,67,21,1834,245,228,106,6546,2
18777,2677,136,18,42,14,1805,245,230,106,6527,2
18778,2669,137,17,30,6,1776,244,232,111,6508,2
18779,2662,135,11,30,4,1747,238,235,126,6489,2
18780,2658,111,8,0,0,1718,234,231,129,6470,2
18781,2653,62,5,0,0,1690,224,230,142,6452,2
18782,2655,354,6,0,0,1661,209,229,158,6433,2
18783,2657,4,9,30,2,1632,208,222,151,6415,2
18784,2656,15,12,30,3,1604,209,215,142,6396,2
18785,2654,5,13,30,4,1575,202,213,147,6378,2
18786,2655,344,15,30,8,1546,189,216,164,6360,2
18787,2658,346,14,30,11,1518,191,217,163,6342,2
18788,2658,342,13,30,7,1489,193,221,166,6324,2
18789,2663,342,10,42,10,1461,199,225,164,6306,2
18790,2662,11,8,60,14,1433,212,224,150,6288,2
18791,2661,21,6,60,9,1405,216,227,148,6271,2
18792,2661,16,3,60,10,1376,217,232,153,6253,2
18793,2662,65,4,60,9,1348,223,231,143,6236,2
18794,2658,87,5,60,5,1320,227,231,138,6218,2
18795,2656,90,1,60,6,1292,220,237,153,6201,2
18796,2657,72,3,60,8,1265,223,233,146,6184,2
18797,2654,82,7,60,7,1237,230,228,132,6166,2
18798,2648,103,3,67,0,1209,225,235,145,6149,2
18799,2650,162,3,85,8,1182,222,240,153,6132,2
18800,2649,156,5,67,10,1155,225,240,150,6116,2
18801,2648,150,5,42,5,1127,227,240,147,6099,2
18802,2647,126,6,30,4,1100,231,236,138,6082,2
18803,2643,104,9,0,0,1073,236,229,124,6066,2
18804,2637,93,8,0,0,1047,233,228,127,6049,2
18805,2634,85,5,0,0,1020,228,231,137,6033,2
18806,2630,92,6,0,0,994,230,231,135,6017,2
18807,2627,107,5,0,0,967,229,234,139,6001,2
18808,2624,115,4,0,0,942,227,236,144,5985,4
18809,2622,142,3,0,0,916,223,238,151,5969,2
18810,2623,180,3,0,0,890,221,241,156,5953,2
18811,2623,135,6,30,-1,865,229,237,142,5937,2
18812,2618,115,9,30,-5,841,236,232,127,5922,2
18813,2612,109,9,42,-9,816,235,231,127,5906,2
18814,2608,111,7,42,0,792,232,233,134,5891,2
18815,2606,100,5,30,-2,768,229,233,138,5876,2
18816,2602,82,7,30,-6,745,230,228,132,5861,2
18817,2599,77,9,30,6,722,232,223,122,5846,2
18818,2593,38,5,0,0,700,220,228,144,5831,2
18819,2596,351,6,0,0,679,209,229,159,5816,2
18820,2595,33,8,30,0,658,219,223,140,5801,2
18821,2593,38,8,30,0,638,220,223,138,5787,2
18822,2591,42,6,30,2,618,221,227,141,5773,2
18823,2587,49,5,42,0,600,222,229,143,5758,2
18824,2586,55,4,60,1,582,222,231,145,5744,2
18825,2584,81,5,60,-2,566,226,231,140,5730,2
18826,2582,58,3,60,-7,551,222,233,147,5716,2
18827,2581,339,3,60,-6,537,212,234,160,5702,2
18828,2583,63,2,60,0,524,221,234,150,5689,2
18829,2545,77,5,218,-5,600,227,230,138,5454,2
18830,2541,60,5,228,-4,618,224,229,140,5443,2
18831,2541,63,6,242,-3,638,226,227,135,5432,2
18832,2535,70,6,247,22,658,226,229,137,5421,2
18833,2533,58,3,242,20,679,222,233,147,5411,2
18834,2510,84,12,210,19,912,237,220,113,5296,5
18835,2506,65,9,201,15,933,229,222,126,5287,5
18836,2492,82,12,182,1,900,237,219,111,5271,5
18837,3054,102,17,484,30,6650,246,216,93,2703,2
18838,3044,99,21,497,26,6620,249,205,74,2732,2
18839,3031,98,19,510,13,6590,247,209,82,2762,2
18840,3021,88,16,525,0,6560,242,212,95,2792,2
18841,3011,73,16,541,-2,6530,237,207,96,2821,2
18842,3004,66,17,531,13,6500,234,202,94,2851,2
18843,2995,62,17,509,4,6470,232,203,98,2881,2
18844,2988,55,11,484,-2,6440,227,216,121,2910,2
18845,2985,34,5,458,-5,6410,219,228,145,2940,2
18846,2985,47,8,433,-2,6380,223,223,135,2970,2
18847,2978,65,13,408,-9,6351,232,214,112,3000,2
18848,2972,71,12,384,-5,6321,233,216,113,3029,2
18849,2965,77,8,361,-12,6291,231,225,127,3059,2
18850,2965,169,1,339,-12,6261,220,239,156,3089,2
18851,2968,135,1,319,-3,6231,220,238,154,3118,2
18852,2965,54,6,297,-6,6201,224,227,138,3148,2
18853,2959,37,7,277,-8,6171,220,224,140,3178,2
18854,2959,40,8,255,-8,6141,221,223,137,3208,2
18855,2955,39,9,234,-9,6111,221,220,134,3237,2
18856,2952,353,10,212,-12,6081,203,222,158,3267,2
18857,2959,341,14,192,-2,6052,189,218,167,3297,2
18858,2959,12,15,170,-2,6022,203,207,139,3327,2
18859,2952,0,15,150,-9,5992,197,211,150,3356,2
18860,2959,335,16,134,-2,5962,183,218,173,3386,2
18861,2962,351,13,124,13,5932,196,217,159,3416,2
18862,2962,15,11,108,17,5902,210,217,143,3446,2
18863,2959,54,12,85,14,5872,227,214,118,3475,2
18864,2952,72,10,67,7,5842,231,221,122,3505,2
18865,2949,93,5,60,4,5812,228,232,138,3535,2
18866,2945,135,5,60,0,5783,228,238,144,3565,2
18867,2945,147,8,42,6,5753,231,239,140,3595,2
18868,2939,137,11,30,0,5723,237,236,129,3624,2
18869,2936,126,9,30,-2,5693,235,234,130,3654,2
18870,2932,104,9,30,-3,5663,236,229,124,3684,2
18871,2926,104,9,30,-9,5633,236,229,124,3714,2
18872,2922,107,5,30,-6,5603,229,234,139,3744,2
18873,2919,0,0,30,-6,5573,218,238,156,3773,2
18874,2922,201,3,30,-49,5544,218,242,161,3803,2
18875,2922,144,9,30,-3,5514,233,239,137,3833,2
18876,2916,144,11,30,-5,5484,236,238,132,3863,2
18877,2916,167,10,30,-2,5454,229,244,146,3893,2
18878,2916,170,11,30,3,5424,228,245,148,3923,2
18879,2916,164,11,42,3,5394,230,243,144,3952,2
18880,2913,151,12,60,0,5364,236,240,132,3982,2
18881,2909,163,11,60,-3,5334,231,243,143,4012,2
18882,2909,168,10,60,0,5305,228,244,147,4042,2
18883,2906,147,11,60,3,5275,235,239,134,4072,2
18884,2903,138,13,60,0,5245,239,235,123,4102,2
18885,2896,135,16,42,10,5215,244,231,112,4131,2
18886,2890,133,16,30,4,5185,244,230,109,4161,2
18887,2883,119,11,30,-2,5155,239,231,121,4191,2
18888,2880,60,5,30,0,5125,224,229,140,4221,2
18889,2880,57,11,0,0,5096,228,217,121,4251,2
18890,2870,59,14,0,0,5066,230,211,111,4281,2
18891,2867,40,11,0,0,5036,221,215,127,4311,2
18892,2863,33,11,0,0,5006,218,215,132,4340,2
18893,2860,33,11,30,0,4976,218,216,133,4370,2
18894,2857,11,9,30,0,4946,211,222,148,4400,2
18895,2860,351,9,42,6,4917,205,226,159,4430,2
18896,2860,5,8,60,6,4887,210,225,152,4460,2
18897,2860,346,6,67,10,4857,209,231,160,4490,2
18898,2863,18,2,85,16,4827,217,234,154,4520,2
18899,2860,110,7,90,10,4797,233,232,132,4549,2
18900,2857,116,13,85,17,4767,242,227,112,4579,2
18901,2847,117,14,67,7,4738,244,226,108,4609,2
18902,2840,117,10,42,0,4708,237,231,125,4639,2
18903,2834,65,7,30,0,4678,227,226,134,4669,2
18904,2834,23,12,0,0,4648,213,215,137,4699,2
18905,2831,356,13,0,0,4618,199,217,155,4729,2
18906,2834,349,11,30,10,4588,199,221,160,4759,2
18907,2834,0,12,30,3,4559,202,217,152,4788,2
18908,2834,347,14,42,7,4529,191,216,162,4818,2
18909,2837,350,13,67,16,4499,195,217,160,4848,2
18910,2837,0,12,85,19,4469,202,217,152,4878,2
18911,2837,351,13,90,19,4439,196,217,159,4908,2
18912,2840,330,17,90,19,4410,178,218,178,4938,2
18913,2847,335,16,90,26,4380,181,216,173,4968,2
18914,2847,343,15,95,29,4350,188,216,166,4998,2
18915,2850,350,16,108,32,4320,190,212,159,5028,2
18916,2850,3,18,124,29,4290,194,204,145,5057,2
18917,2850,4,18,134,36,4261,193,201,143,5087,2
18918,2847,348,17,150,33,4231,186,209,160,5117,2
18919,2854,326,15,170,36,4201,181,221,180,5147,2
18920,2857,338,10,192,46,4171,198,226,167,5177,2
18921,2857,331,11,212,46,4142,195,227,171,5207,2
18922,2863,335,12,228,55,4112,192,223,170,5237,2
18923,2863,341,12,242,55,4082,194,222,166,5267,2
18924,2867,325,11,256,63,4052,192,228,175,5297,2
18925,2870,323,7,268,66,4022,201,233,171,5327,2
18926,2873,0,4,277,62,3993,213,232,156,5356,2
18927,2870,23,5,285,66,3963,217,228,148,5386,2
18928,2870,8,5,295,62,3933,214,230,153,5416,2
18929,2870,20,5,309,69,3903,217,229,150,5446,2
18930,2870,38,8,323,75,3874,220,222,137,5476,2
18931,2863,49,14,335,65,3844,225,208,114,5506,2
18932,2857,49,16,323,105,3814,225,203,108,5536,2
18933,2850,53,14,309,95,3785,227,209,112,5566,2
18934,2844,80,13,295,89,3755,237,215,107,5596,2
18935,2837,105,11,277,82,3725,239,226,116,5626,2
18936,2834,117,6,255,79,3695,231,234,136,5656,2
18937,2831,95,9,234,89,3666,234,227,124,5686,2
18938,2824,90,9,212,82,3636,235,225,121,5715,2
18939,2821,97,12,192,95,3606,240,222,110,5745,2
18940,2811,104,20,170,85,3577,249,211,82,5775,2
18941,2801,110,26,150,79,3547,253,202,60,5805,2
18942,2785,120,28,127,63,3517,254,204,58,5835,2
18943,2772,135,28,108,50,3487,250,214,71,5865,2
18944,2762,142,30,85,40,3458,246,216,74,5895,2
18945,2752,142,32,67,30,3428,246,213,69,5925,2
18946,2739,131,33,60,17,3398,251,201,49,5955,2
18947,2719,117,29,42,6,3369,254,199,50,5985,2
18948,2703,92,18,30,4,3339,245,210,89,6015,1
18949,2699,352,12,0,0,3310,199,219,158,6045,1
18950,2709,312,28,0,0,3280,134,206,207,6075,1
18951,2726,317,30,30,27,3250,127,198,203,6104,1
18952,2732,327,27,42,19,3221,144,198,188,6134,1
18953,2742,331,24,67,120,3191,157,203,182,6164,1
18954,2745,323,20,95,49,3161,165,215,187,6194,1
18955,2755,302,20,124,52,3132,162,227,204,6224,1
18956,2765,294,17,150,69,3102,166,233,205,6254,1
18957,2775,306,15,175,89,2415,176,230,193,6284,1
18958,2778,344,11,201,82,3043,198,223,164,6314,1
18959,2775,25,12,255,85,2984,213,213,134,6374,1
18960,2772,36,14,247,105,2954,218,208,123,6404,1
18961,2765,36,13,242,98,2925,219,210,124,6434,1
18962,2765,32,14,240,98,2895,216,210,126,6464,1
18963,2758,23,14,240,91,2866,211,209,132,6494,1
18964,2758,0,15,240,91,2836,197,211,150,6524,1
18965,2758,357,16,240,91,2807,194,210,152,6553,1
18966,2758,345,13,242,91,2777,195,220,163,6583,1
18967,2762,321,9,247,95,2748,197,231,174,6613,1
18968,2765,356,3,256,98,2718,214,234,157,6643,1
18969,2762,80,4,268,95,2689,225,232,142,6673,1
18970,2758,172,2,277,91,2659,220,239,156,6703,1
18971,2762,180,3,277,39,2630,221,241,156,6733,1
18972,2762,102,8,247,39,2601,234,230,128,6763,1
18973,2755,90,12,218,32,2571,239,220,110,6793,1
18974,2749,90,9,190,26,2542,235,225,121,6823,1
18975,2745,85,8,162,22,2512,232,226,126,6853,1
18976,2739,298,5,134,16,2483,207,238,170,6883,1
18977,2750,312,6,108,27,2454,204,236,170,6913,1
18978,2744,58,12,85,21,2424,227,215,118,6919,1
18979,2738,47,13,67,15,2395,224,212,120,6898,1
18980,2733,21,12,60,10,2366,212,215,138,6878,1
18981,2733,4,12,60,10,2336,204,218,150,6857,1
18982,2733,359,10,67,10,2307,205,221,154,6837,1
18983,2734,0,9,85,15,2278,207,223,154,6817,1
18984,2732,31,11,95,14,2249,217,217,134,6797,1
18985,2727,38,11,108,9,2219,220,215,128,6777,1
18986,2725,23,7,124,6,2190,216,225,145,6757,2
18987,2726,66,6,134,5,2161,226,228,137,6737,2
18988,2721,86,9,150,4,2132,234,225,122,6717,2
18989,2715,56,7,162,3,2103,225,226,135,6697,2
18990,2713,29,6,175,8,2074,218,226,144,6677,2
18991,2711,69,7,175,28,2045,228,226,131,6658,2
18992,2707,100,4,150,24,2016,227,234,142,6638,2
18993,2708,139,4,127,25,1987,227,238,146,6619,2
18994,2703,124,10,108,20,1958,238,233,125,6599,2
18995,2699,127,12,95,16,1929,240,232,121,6580,2
18996,2694,127,14,85,18,1900,243,230,113,6561,2
18997,2686,126,18,67,21,1871,247,225,99,6541,2
18998,2677,128,19,42,12,1842,247,225,113,6522,2
18999,2669,130,14,30,6,1813,243,231,114,6503,2
19000,2663,105,5,0,0,1784,228,234,140,6484,2
19001,2663,3,9,0,0,1756,208,223,152,6466,2
19002,2663,11,16,0,0,1727,202,206,139,6447,2
19003,2661,5,18,30,3,1698,195,203,143,6428,2
19004,2663,358,16,30,10,1670,194,209,151,6410,2
19005,2662,1,13,42,7,1641,200,214,151,6391,2
19006,2663,6,13,60,8,1613,203,214,147,6373,2
19007,2661,1,14,60,8,1584,199,213,150,6354,2
19008,2663,343,15,60,13,1556,189,217,165,6336,2
19009,2666,354,13,60,19,1528,198,217,157,6318,2
19010,2666,357,9,60,19,1499,206,224,156,6300,2
19011,2667,351,6,67,16,1471,210,230,159,6282,2
19012,2666,37,5,85,13,1443,220,229,145,6264,2
19013,2664,68,5,90,16,1415,225,230,139,6246,2
19014,2660,103,3,90,8,1387,225,235,145,6229,2
19015,2659,119,6,90,8,1359,231,235,137,6211,2
19016,2654,127,7,90,1,1332,232,236,136,6194,2
19017,2653,174,4,90,0,1304,222,242,155,6176,2
19018,2654,148,6,90,4,1276,228,240,145,6159,2
19019,2650,128,8,90,1,1249,234,235,133,6142,2
19020,2648,135,6,95,1,1222,229,237,142,6125,2
19021,2645,148,6,108,-2,1194,229,239,144,6108,2
19022,2643,156,9,85,0,1167,230,241,143,6091,2
19023,2642,163,10,67,0,1140,230,243,145,6074,2
19024,2640,159,10,42,-2,1114,231,242,142,6057,2
19025,2638,137,10,30,-4,1087,236,236,131,6041,2
19026,2633,130,7,30,-9,1061,232,236,136,6024,2
19027,2632,106,3,30,-4,1034,226,235,145,6008,2
19028,2629,74,6,30,-4,1008,228,228,135,5992,2
19029,2625,66,6,30,-4,983,226,228,137,5975,2
19030,2624,50,4,30,-2,957,222,231,145,5959,2
19031,2623,65,4,30,0,932,223,231,143,5943,2
19032,2620,119,2,30,-1,907,223,237,149,5928,2
19033,2621,122,4,42,-1,882,228,236,143,5912,2
19034,2616,85,5,60,-8,858,228,231,137,5896,2
19035,2616,63,8,60,-7,834,227,224,131,5881,2
19036,2610,63,8,30,1,811,227,224,131,5865,2
19037,2609,45,5,0,0,787,221,229,144,5850,2
19038,2608,56,7,0,0,765,225,225,134,5835,2
19039,2603,51,9,0,0,743,225,221,129,5820,2
19040,2599,7,8,0,0,721,210,224,151,5805,2
19041,2602,0,8,30,9,700,209,226,155,5790,2
19042,2600,42,7,42,4,680,222,224,137,5775,2
19043,2596,50,7,60,1,661,224,225,136,5761,2
19044,2593,42,7,60,0,642,221,225,139,5746,2
19045,2591,34,7,67,2,624,219,225,142,5732,2
19046,2590,48,7,85,2,607,223,225,138,5718,2
19047,2586,54,6,90,1,592,224,227,138,5704,2
19048,2583,0,5,90,-3,577,213,231,156,5690,2
19049,2587,353,6,90,-2,564,210,230,158,5676,2
19050,2584,51,6,90,-3,552,223,226,138,5662,2
19051,2579,67,5,90,-4,541,226,229,138,5648,2
19052,2544,66,5,247,-7,624,225,230,141,5426,2
19053,2543,68,4,242,30,642,224,231,142,5415,2
19054,2540,74,6,228,27,661,228,228,135,5404,2
19055,2536,62,6,218,23,680,225,228,138,5393,2
19056,2536,31,4,212,23,700,219,230,148,5383,2
19057,2535,352,3,210,22,721,214,233,158,5372,2
19058,2537,4,3,210,24,743,215,233,155,5362,2
19059,2509,62,8,180,12,955,227,223,130,5258,5
19060,2504,53,11,182,7,930,227,215,121,5250,5
19061,2498,44,15,190,25,900,222,205,114,5242,5
19062,2492,31,12,170,19,870,216,213,130,5234,2
19063,2492,26,6,150,19,840,217,227,146,5226,5
19064,3060,100,12,497,29,6682,240,223,111,2678,2
19065,3050,106,17,510,23,6652,246,217,94,2708,2
19066,3041,97,19,524,17,6622,247,209,83,2737,2
19067,3027,79,16,537,9,6592,239,210,96,2767,2
19068,3024,57,14,551,23,6562,229,209,110,2796,2
19069,3018,52,17,531,20,6532,226,202,104,2826,2
19070,3011,48,19,509,13,6502,224,196,100,2856,2
19071,3001,45,20,488,10,6473,221,192,97,2885,2
19072,2995,39,18,467,4,6443,218,198,109,2915,2
19073,2988,17,13,443,-2,6413,208,211,138,2945,2
19074,2991,21,13,417,0,6383,211,212,135,2974,2
19075,2985,45,17,391,-2,6353,222,201,107,3004,2
19076,2978,45,17,366,-9,6323,222,201,107,3034,2
19077,2972,41,15,342,-5,6293,221,205,116,3063,2
19078,2965,25,10,319,-12,6263,215,219,140,3093,2
19079,2965,348,7,297,-12,6233,207,229,160,3123,2
19080,2968,0,9,277,-3,6204,206,222,154,3152,2
19081,2968,12,14,255,-3,6174,205,211,141,3182,2
19082,2965,16,16,234,-2,6144,205,206,134,3212,2
19083,2962,13,17,212,-5,6114,202,204,136,3241,2
